date,all_sectors,banks_in_u.s.-affiliated_areas,closed-end_funds,credit_unions,exchange-traded_funds,federal_government_retirement_funds,foreign_banking_offices_in_the_u.s.,government-sponsored_enterprises,holding_companies,households_and_nonprofit_organizations,issuers_of_asset-backed_securities,life_insurance_companies,monetary_authority,money_market_funds,mutual_funds,nonfinancial_corporate_business,nonfinancial_noncorporate_business,other_financial_business,private_pension_funds,property-casualty_insurance_companies,rest_of_the_world,security_brokers_and_dealers,state_and_local_government_employee_defined_benefit_retirement_funds,state_and_local_governments,u.s.-chartered_depository_institutions
1975-12-31,476.979,0.417,0.716,1.177,0.0,42.061,0.61,2.935,0.12,111.787,0.0,4.736,86.717,0.927,1.066,14.264,1.274,0.0,12.396,4.72,65.518,1.152,2.54,55.566,94.063
1976-03-31,500.032,0.375,0.724,1.232,0.0,41.323,0.705,4.093,0.128,110.786,0.0,5.072,87.293,1.201,1.435,19.259,1.249,0.0,13.613,5.46,67.953,2.719,3.058,62.22,100.744
1976-06-30,515.607,0.346,0.741,1.275,0.0,47.681,0.861,3.847,0.136,107.997,0.0,4.956,90.575,0.832,1.196,20.432,1.258,0.0,15.211,5.75,69.527,2.571,3.632,64.154,103.706
1976-09-30,532.091,0.41,0.752,1.31,0.0,46.312,0.783,4.205,0.144,108.305,0.0,5.419,94.445,0.974,1.368,18.534,1.352,0.0,16.371,6.585,73.813,5.143,3.9,68.072,106.43
1976-12-31,550.364,0.494,0.746,1.343,0.0,46.657,1.162,4.392,0.164,102.804,0.0,5.368,93.268,1.049,1.086,21.547,1.515,0.0,18.075,7.3,77.583,5.604,4.057,76.022,115.909
1977-03-31,567.053,0.55,0.718,1.378,0.0,45.466,0.977,3.202,0.184,107.21,0.0,5.542,95.672,1.042,1.368,22.381,1.686,0.0,17.873,8.486,83.869,1.624,4.712,80.428,119.487
1977-06-30,567.569,0.621,0.666,1.419,0.0,46.928,0.876,1.401,0.208,99.559,0.0,5.337,98.163,0.798,1.485,17.508,1.878,0.0,19.957,7.633,87.623,1.99,6.568,90.373,117.172
1977-09-30,593.675,0.66,0.616,1.443,0.0,53.102,1.054,0.83,0.24,103.718,0.0,5.719,102.405,0.755,1.74,17.055,2.123,0.0,20.08,8.77,95.798,0.148,6.757,100.215,114.782
1977-12-31,614.489,0.702,0.59,1.424,0.0,53.232,1.189,0.961,0.268,104.849,0.0,5.315,100.918,0.883,1.763,16.556,2.412,0.0,21.308,9.76,108.654,0.35,6.76,108.816,115.232
1978-03-31,634.049,0.7,0.588,1.254,0.0,51.966,1.132,0.842,0.24,108.498,0.0,5.075,99.89,1.12,1.833,14.993,2.732,0.0,21.477,9.754,122.439,-0.947,7.624,121.039,114.065
1978-06-30,638.132,0.7,0.608,1.023,0.0,53.425,1.283,1.32,0.216,103.882,0.0,4.924,107.859,1.065,1.818,13.97,3.001,0.0,22.185,9.222,117.423,-0.884,9.095,128.09,112.396
1978-09-30,659.71,0.665,0.632,0.895,0.0,59.653,1.294,1.097,0.192,109.593,0.0,5.113,113.027,0.96,1.748,12.692,3.143,0.0,21.089,9.895,119.448,-0.902,9.543,139.616,109.268
1978-12-31,673.91,0.629,0.643,0.727,0.0,60.259,1.45,1.442,0.165,109.094,0.0,4.822,109.478,0.886,1.584,15.07,3.184,0.0,23.179,10.45,132.901,-1.605,9.454,143.04,106.418
1979-03-31,682.891,0.6,0.644,0.772,0.0,58.551,1.29,0.862,0.2,116.054,0.0,5.357,109.26,1.687,1.722,14.519,3.192,0.0,23.727,10.896,126.633,-0.444,10.677,154.63,107.182
1979-06-30,680.363,0.563,0.639,0.863,0.0,60.046,1.526,1.827,0.24,119.609,0.0,5.204,106.432,1.988,1.502,17.689,3.159,0.0,24.928,10.741,113.716,1.998,13.327,154.199,105.035
1979-09-30,700.403,0.618,0.632,0.887,0.0,67.607,1.658,0.931,0.28,126.951,0.0,5.15,114.596,1.224,1.379,13.855,3.024,0.0,25.769,10.694,120.244,-1.551,13.287,155.637,103.082
1979-12-31,720.534,0.672,0.628,0.625,0.0,68.259,1.953,1.239,0.298,156.1,0.0,4.888,116.291,1.621,1.536,13.472,2.805,0.0,25.995,10.665,115.958,-7.023,14.706,146.31,104.386
1980-03-31,735.928,0.693,0.629,0.599,0.0,66.161,2.01,1.81,0.304,162.305,0.0,4.917,115.734,7.004,1.679,14.3,2.635,0.0,27.203,11.158,113.901,-0.246,16.159,140.148,104.944
1980-06-30,743.96,0.722,0.634,0.801,0.0,67.358,2.125,1.817,0.304,157.425,0.0,5.135,124.058,5.272,2.592,9.914,2.509,0.0,29.387,10.161,116.99,-0.137,17.582,141.324,106.834
1980-09-30,781.216,0.75,0.638,0.933,0.0,76.924,2.447,2.055,0.312,160.995,0.0,5.338,119.418,7.45,1.939,13.704,2.493,0.0,30.569,11.082,120.506,0.465,19.999,152.344,115.212
1980-12-31,806.463,0.77,0.634,0.939,0.0,77.183,2.53,1.682,0.312,173.142,0.0,5.838,119.299,3.474,1.853,13.697,2.564,0.0,32.215,12.248,127.449,-4.746,20.927,162.794,121.131
1981-03-31,837.894,0.786,0.621,0.973,0.0,74.439,2.343,0.003,0.296,164.932,0.0,7.206,117.666,14.518,2.651,12.593,2.728,0.0,33.352,13.203,136.077,8.332,22.432,171.812,125.092
1981-06-30,836.908,0.803,0.598,0.957,0.0,75.653,2.371,1.734,0.291,159.455,0.0,6.952,120.017,9.023,2.363,17.272,2.9,0.0,34.543,12.959,134.74,1.13,24.531,183.88,125.071
1981-09-30,866.182,0.811,0.576,0.865,0.0,86.895,2.431,1.828,0.296,169.801,0.0,7.192,124.33,11.419,2.443,19.985,3.091,0.0,34.755,13.614,129.677,1.962,25.215,190.648,122.067
1981-12-31,902.537,0.8,0.565,1.014,0.0,87.179,2.942,1.901,0.309,168.182,0.0,8.167,127.738,21.519,2.775,18.652,3.298,0.0,46.684,13.491,135.509,2.958,27.564,193.65,122.975
1982-03-31,932.689,0.819,0.567,1.127,0.0,84.313,3.108,1.871,0.232,172.555,0.0,11.071,123.992,25.56,3.512,16.03,3.08,0.0,56.035,13.665,135.479,6.685,29.545,210.21,126.758
1982-06-30,943.817,0.841,0.578,1.203,0.0,86.345,2.841,2.102,0.152,177.157,0.0,10.952,127.005,22.402,3.895,12.805,2.945,0.0,62.04,13.495,135.478,-0.722,32.417,227.62,124.386
1982-09-30,1013.77,0.869,0.592,1.086,0.0,98.516,2.798,6.133,0.184,195.251,0.0,12.705,130.591,38.221,4.594,15.15,3.014,0.0,67.904,14.125,141.723,-4.991,35.849,222.002,126.665
1982-12-31,1079.727,0.9,0.599,1.276,0.0,99.245,3.757,3.402,0.216,187.493,0.0,16.529,135.607,42.646,5.087,21.011,3.244,0.0,75.171,14.712,150.687,9.199,36.898,226.864,145.776
1983-03-31,1132.548,0.946,0.602,1.543,0.0,96.374,4.645,3.407,0.22,195.183,0.0,19.715,136.651,44.873,4.611,24.404,3.987,0.0,79.729,16.069,156.612,3.492,39.812,237.22,167.493
1983-06-30,1181.685,1.008,0.603,2.913,0.0,98.735,5.424,3.198,0.222,211.824,0.0,22.088,140.511,28.279,5.17,26.87,4.711,0.0,83.051,16.781,161.723,-0.871,43.672,247.396,185.52
1983-09-30,1241.12,1.067,0.6,3.213,0.0,111.5,5.034,3.864,0.288,229.989,0.0,24.513,146.171,22.074,4.395,24.105,5.386,0.0,89.104,18.173,162.12,4.483,46.278,250.588,195.919
1983-12-31,1276.54,1.1,0.592,2.684,0.0,113.787,5.39,1.824,0.359,229.992,0.0,28.636,150.558,22.839,4.059,30.144,6.023,0.0,93.332,19.424,163.562,-0.473,48.91,261.716,204.575
1984-03-31,1323.378,1.115,0.575,3.294,0.0,111.64,5.183,2.412,0.328,246.237,0.0,30.886,150.814,19.374,4.72,38.101,6.139,0.0,95.023,20.686,165.238,-2.602,54.561,268.97,216.144
1984-06-30,1357.757,1.108,0.545,3.813,0.0,115.547,5.068,3.048,0.31,272.409,0.0,31.752,152.859,14.889,5.267,37.282,6.155,0.0,92.123,22.002,171.303,-7.718,59.177,279.222,211.237
1984-09-30,1424.794,1.098,0.519,4.105,0.0,128.964,4.996,6.411,0.368,289.882,0.0,35.035,155.018,13.618,6.194,33.74,5.92,0.0,98.763,24.137,176.035,0.491,64.331,282.47,213.244
1984-12-31,1495.464,1.1,0.512,3.711,0.0,132.262,4.812,2.707,0.428,279.888,0.0,41.204,159.223,25.395,6.688,36.467,5.481,0.0,108.403,25.955,200.289,12.14,67.914,287.596,214.892
1985-03-31,1546.56,1.117,0.518,4.925,0.0,140.863,4.807,5.333,0.472,300.575,0.0,42.665,160.983,26.109,12.127,30.156,5.468,0.0,112.153,26.749,195.702,-1.6,73.822,304.756,227.388
1985-06-30,1597.039,1.138,0.531,5.642,0.0,144.839,3.992,6.72,0.522,284.777,0.0,45.019,169.11,24.733,17.226,42.73,5.488,0.0,119.439,27.024,209.64,-3.507,77.19,327.208,224.242
1985-09-30,1657.592,1.167,0.559,5.95,0.0,158.741,4.424,10.557,0.648,300.689,0.0,46.615,169.702,22.677,23.706,35.913,5.588,0.0,122.973,30.004,216.962,-3.436,79.91,331.118,227.294
1985-12-31,1769.061,1.209,0.612,6.153,0.0,172.13,4.773,6.786,0.777,291.512,0.0,51.7,177.798,24.57,39.719,41.102,5.754,0.0,128.551,32.338,226.392,-4.011,85.383,429.83,217.143
1986-03-31,1806.774,1.308,0.689,6.336,0.0,169.702,4.148,10.035,0.704,266.644,0.0,53.627,176.62,29.238,48.66,33.539,9.425,0.0,131.499,35.771,235.45,14.59,95.028,437.96,220.556
1986-06-30,1862.65,1.457,0.789,7.198,0.0,175.169,5.497,13.315,0.643,246.344,0.0,52.798,183.849,22.336,57.395,40.715,10.008,0.0,126.849,38.585,253.81,12.498,98.507,487.17,222.193
1986-09-30,1930.613,1.603,0.906,7.757,0.0,186.641,6.298,13.844,0.67,269.18,0.0,55.032,184.437,23.927,66.178,38.961,10.53,0.0,125.171,42.24,264.227,11.164,104.604,482.788,224.664
1986-12-31,2020.046,1.694,1.038,7.959,0.0,201.682,6.876,16.288,0.633,287.362,0.0,59.033,197.625,27.997,70.773,40.325,10.771,0.0,112.795,46.127,269.388,4.12,115.329,520.954,226.504
1987-03-31,2040.579,1.724,1.285,9.208,0.0,198.583,8.194,18.578,0.69,265.026,0.0,61.253,196.409,18.443,84.051,37.705,10.72,0.0,112.961,48.663,278.755,-6.126,122.815,571.074,226.86
1987-06-30,2077.009,1.692,1.061,10.014,0.0,204.634,7.169,15.114,0.73,284.246,0.0,57.641,210.248,20.175,85.954,32.734,10.365,0.0,107.248,50.679,287.408,-17.144,129.503,571.81,228.933
1987-09-30,2109.351,1.664,1.034,10.97,0.0,218.568,7.495,17.056,0.73,297.432,0.0,57.246,211.941,15.198,82.623,31.671,9.971,0.0,110.202,52.561,285.414,-26.607,135.414,576.608,235.949
1987-12-31,2177.968,1.705,1.604,11.186,0.0,233.036,6.493,20.99,0.748,314.223,0.0,57.078,218.906,14.278,79.334,31.79,9.799,0.0,112.999,54.693,296.301,-16.685,138.866,575.912,232.998
1988-03-31,2216.158,1.522,2.277,12.458,0.0,229.394,7.502,24.459,0.668,315.83,0.0,57.077,217.496,14.821,78.617,31.319,9.796,0.0,103.552,56.939,329.942,-15.703,143.57,591.178,227.593
1988-06-30,2239.549,1.646,3.547,13.487,0.0,236.775,7.39,20.108,0.658,344.41,0.0,58.298,222.45,13.096,80.019,26.88,9.897,0.0,104.488,59.163,341.268,-31.253,142.94,579.938,220.843
1988-09-30,2286.86,1.785,4.418,13.874,0.0,250.461,7.328,21.301,0.676,370.22,0.0,58.515,223.573,10.82,78.147,26.761,10.079,0.0,114.25,61.526,340.942,-31.306,148.74,564.11,218.895
1988-12-31,2342.126,1.898,4.8,14.44,0.0,267.46,6.61,26.261,0.759,393.146,0.0,58.564,233.662,11.541,75.604,27.933,10.318,0.0,112.722,64.187,353.839,-47.396,150.659,577.002,210.863
1989-03-31,2374.68,1.994,5.5,13.994,0.0,263.394,6.196,27.272,0.755,408.42,0.0,57.021,228.643,12.716,74.304,37.14,10.655,0.0,104.456,66.858,368.034,-35.659,151.057,557.408,216.016
1989-06-30,2395.843,2.083,5.989,13.327,0.0,271.943,5.79,7.264,0.747,427.922,0.0,55.028,231.767,11.063,74.163,39.716,11.129,0.0,109.626,69.746,360.797,-8.745,151.664,561.178,196.24
1989-09-30,2443.719,2.167,6.282,12.822,0.0,285.447,5.816,14.714,0.716,431.648,0.0,52.741,221.051,12.643,75.471,44.739,11.605,0.0,115.216,72.603,386.117,-4.995,153.198,561.034,183.911
1989-12-31,2532.207,2.248,6.629,12.115,0.0,304.142,6.432,12.99,0.857,405.759,0.0,52.917,226.775,14.76,76.364,51.432,11.946,0.0,122.396,75.176,423.742,21.506,152.396,574.904,182.538
1990-03-31,2575.522,2.323,6.651,11.243,0.0,299.465,8.933,18.507,0.924,424.184,0.0,59.182,217.899,31.274,78.153,44.125,12.183,0.0,111.101,77.401,415.674,-2.986,162.764,638.714,195.41
1990-06-30,2619.533,2.391,6.561,10.289,0.0,307.171,9.24,23.942,0.757,433.317,0.0,58.98,231.383,27.9,78.958,45.692,12.347,0.0,116.508,79.209,421.266,-11.205,168.301,645.718,191.527
1990-09-30,2695.381,2.457,6.556,9.337,0.0,321.491,10.468,40.079,0.735,478.322,0.0,59.934,234.373,33.917,77.82,36.616,12.452,0.0,119.7,81.12,434.145,-33.339,170.147,653.272,191.79
1990-12-31,2793.772,2.526,6.83,8.546,0.0,340.122,11.424,34.326,0.562,504.684,0.0,59.151,235.09,45.414,81.297,37.649,12.512,0.0,122.254,83.649,438.363,7.277,168.235,660.29,183.306
1991-03-31,2844.266,2.579,7.408,9.191,0.0,334.695,14.77,37.728,0.533,503.579,0.0,63.0,240.965,66.04,88.809,34.502,12.497,0.0,114.699,88.802,443.257,-6.815,177.144,671.858,195.264
1991-06-30,2897.381,2.596,8.307,9.575,0.0,344.797,12.523,38.214,0.919,513.454,0.0,65.104,247.484,55.498,92.517,34.726,12.373,0.0,114.156,96.038,453.173,-5.679,178.753,672.65,206.018
1991-09-30,3017.648,2.651,9.252,10.127,0.0,360.002,14.412,43.002,1.561,522.073,0.0,72.274,258.554,64.789,100.784,42.221,12.254,0.0,116.866,103.184,457.598,8.904,163.948,702.35,222.957
1991-12-31,3133.549,2.817,9.967,14.075,0.0,381.14,20.843,40.754,1.055,527.786,0.0,77.751,266.486,79.597,114.872,43.426,12.249,0.0,116.946,108.064,476.289,5.669,165.494,711.336,232.731
1992-03-31,3209.885,3.094,10.49,16.4,0.0,375.322,18.662,53.606,4.019,563.728,0.0,80.317,265.796,84.839,93.841,42.011,12.356,0.0,106.319,112.27,491.891,-15.437,171.904,762.244,258.44
1992-06-30,3284.668,3.482,10.855,18.431,0.0,385.792,23.598,51.144,3.981,571.981,0.0,82.362,276.883,79.679,98.97,57.611,12.56,0.0,105.472,114.895,513.373,-5.661,177.959,709.266,265.738
1992-09-30,3376.055,3.907,11.195,19.85,0.0,402.015,25.342,54.792,5.616,596.61,0.0,86.254,279.712,79.892,97.31,52.292,13.04,0.0,107.974,113.244,517.962,-0.427,197.677,701.05,282.488
1992-12-31,3464.587,4.295,11.642,19.938,0.0,423.751,29.591,58.702,6.264,625.522,0.0,88.778,295.011,79.62,103.193,60.589,12.976,0.0,108.371,113.628,520.339,-7.657,203.534,682.82,288.325
1993-03-31,3518.025,4.69,12.16,21.213,0.0,416.413,31.813,56.305,5.605,642.106,0.0,96.075,298.461,77.674,115.482,42.943,13.288,0.0,98.822,116.805,534.782,-4.995,204.95,716.486,299.375
1993-06-30,3585.977,5.137,12.678,22.529,0.0,426.77,31.673,59.358,5.993,644.312,0.0,101.624,313.143,76.388,119.104,47.83,13.386,0.0,97.622,121.038,540.158,-1.318,211.378,730.036,295.746
1993-09-30,3646.94,5.532,13.196,22.018,0.0,442.355,31.927,65.354,5.719,644.51,0.0,108.703,319.357,74.468,124.577,53.078,13.453,0.0,110.389,125.475,562.514,-19.674,221.833,692.724,301.069
1993-12-31,3753.193,5.773,13.714,22.55,0.0,463.725,36.113,51.593,5.5,690.85,0.0,109.98,332.015,80.43,137.595,48.839,13.6,0.0,104.033,129.266,594.551,-28.313,217.45,691.954,303.227
1994-03-31,3790.898,5.4,13.476,23.652,0.0,456.296,39.22,57.066,6.05,729.782,0.0,106.761,337.26,68.914,115.969,57.537,11.124,0.0,103.736,131.274,605.36,-44.83,224.335,692.886,323.323
1994-06-30,3803.772,5.2,13.238,24.209,0.0,466.465,39.562,55.481,4.953,757.252,0.0,109.342,347.644,59.522,111.973,53.152,15.507,0.0,112.112,133.312,604.184,-53.124,220.641,682.8,310.057
1994-09-30,3853.067,5.0,13.0,22.495,0.0,482.08,37.341,46.405,4.958,784.766,0.0,112.854,353.01,59.945,108.965,60.794,16.126,0.0,118.097,135.349,626.32,-45.723,217.37,661.758,294.341
1994-12-31,3908.272,5.145,12.762,22.063,0.0,504.618,32.656,51.942,4.702,845.958,0.0,107.084,364.519,67.603,109.734,50.82,18.33,0.0,120.741,137.375,632.571,-42.684,215.554,610.64,275.149
1995-03-31,3968.304,5.353,12.648,21.178,0.0,497.342,53.242,56.621,4.064,853.709,0.0,111.163,363.707,67.745,112.879,41.27,20.338,0.0,121.464,137.717,670.713,-29.236,224.973,581.532,269.193
1995-06-30,4008.671,5.854,12.788,20.21,0.0,508.243,59.959,56.338,5.762,853.381,0.0,111.774,372.641,58.671,108.707,47.962,21.244,0.0,121.526,138.222,724.385,-0.129,217.221,510.094,248.29
1995-09-30,4043.301,5.932,12.374,19.884,0.0,523.558,58.937,53.727,3.119,843.706,0.0,111.837,367.669,64.196,120.459,43.647,22.701,0.0,120.109,138.676,780.277,-8.106,211.282,499.274,242.995
1995-12-31,4107.5,5.389,12.311,18.308,0.0,519.921,62.276,57.996,3.494,835.244,0.0,108.102,378.197,71.287,133.489,57.098,23.626,0.0,120.195,139.066,816.947,18.274,208.194,479.676,226.018
1996-03-31,4187.49,5.052,11.818,19.305,0.0,533.862,67.778,54.195,2.872,828.23,0.0,105.818,377.056,87.222,130.537,57.356,25.057,0.0,121.265,139.488,888.669,5.215,213.528,475.526,227.164
1996-06-30,4173.559,5.26,11.693,19.06,0.0,546.321,72.038,34.513,2.842,822.273,0.0,100.672,383.914,82.167,125.202,63.106,27.092,0.0,121.061,133.899,910.263,-14.08,221.067,473.368,219.597
1996-09-30,4226.566,4.657,11.696,18.243,0.0,559.868,71.857,34.454,3.396,843.829,0.0,101.802,383.91,85.824,119.699,52.144,27.775,0.0,116.806,130.504,971.905,-3.985,213.439,436.088,212.864
1996-12-31,4307.512,4.13,11.861,17.416,0.0,586.278,80.714,18.76,4.106,888.016,0.0,92.748,390.907,92.046,114.145,47.095,28.55,0.0,114.885,126.166,1040.33,-12.836,212.791,416.874,190.332
1997-03-31,4321.322,4.74,11.2,18.234,0.0,576.63,93.987,19.057,3.649,885.174,0.0,93.26,395.076,84.179,114.055,54.405,30.114,0.0,115.83,94.3,1091.734,-22.758,211.138,395.574,197.146
1997-06-30,4280.042,4.84,11.045,18.31,0.0,586.96,85.764,13.465,2.961,841.918,0.0,94.402,410.914,76.327,117.53,40.178,30.723,0.0,115.729,94.749,1113.289,-28.009,214.907,382.648,188.756
1997-09-30,4323.029,5.336,11.016,16.144,0.0,602.474,90.508,21.687,2.744,830.838,0.0,97.858,411.822,76.443,122.307,36.848,31.574,0.0,116.364,95.735,1157.026,-42.821,223.531,362.294,178.518
1997-12-31,4386.66,4.217,10.851,16.042,0.0,628.396,95.073,25.879,4.042,806.072,0.0,86.874,430.736,87.775,128.943,26.846,32.235,0.0,116.875,96.414,1153.213,-5.344,218.997,358.208,181.38
1998-03-31,4401.161,4.565,10.58,15.361,0.0,617.415,99.679,11.96,2.285,812.98,0.0,84.29,433.182,84.742,133.268,21.85,34.17,0.0,113.845,92.355,1158.014,31.929,212.146,340.318,186.816
1998-06-30,4340.807,4.34,10.431,14.808,0.0,629.009,103.805,15.089,1.701,802.261,0.0,81.015,439.773,82.899,131.729,19.024,35.854,0.0,111.506,87.195,1159.523,-29.276,213.21,365.694,166.579
1998-09-30,4363.579,3.744,10.564,13.644,0.0,643.932,86.352,19.024,0.984,822.741,0.0,77.497,446.047,84.136,126.4,20.292,37.039,0.0,107.362,82.459,1121.618,38.103,207.823,383.444,139.881
1998-12-31,4398.171,3.555,10.14,13.146,0.0,672.034,84.795,25.158,0.928,774.034,0.0,73.815,452.141,110.121,121.349,23.615,37.974,0.0,103.244,76.766,1166.244,15.817,212.576,406.132,135.008
1999-03-31,4367.166,2.987,9.911,12.157,0.0,661.61,85.984,29.837,1.164,715.723,0.0,71.864,465.686,101.036,118.031,22.992,37.275,0.0,105.128,73.68,1153.717,48.12,211.463,419.776,145.188
1999-06-30,4249.469,3.005,9.664,12.536,0.0,672.764,83.161,27.339,1.174,661.836,0.0,68.686,484.866,85.686,115.941,21.103,36.826,0.0,112.405,70.529,1135.597,-12.25,213.79,435.46,140.786
1999-09-30,4237.528,2.641,9.54,10.821,0.0,688.027,92.495,28.188,0.896,633.176,0.0,65.217,489.037,89.08,108.441,21.191,36.878,0.0,119.55,67.873,1152.245,-21.843,204.79,441.668,134.406
1999-12-31,4218.763,2.808,8.145,9.683,0.0,715.72,94.503,30.943,8.861,699.712,0.006,61.865,477.963,106.366,100.884,19.42,37.179,0.0,120.121,66.509,1058.365,-42.626,198.824,455.332,132.981
2000-03-31,4186.673,2.498,8.187,9.427,0.0,704.496,89.739,25.151,0.935,635.509,0.01,61.473,501.708,101.397,98.517,21.881,37.675,7.526,117.782,65.276,1059.37,-6.509,196.9,463.166,135.207
